Race_ID,1번,2번,3번,4번,5번,6번
2024_1_1_1,0.20526698554366282,0.19473905016017615,0.14914901683736587,0.1488069239957572,0.14409099745040374,0.15794702601263416
2024_1_1_2,0.21424021441681987,0.17392929132413285,0.20516878975787495,0.13770209545241222,0.19991533187970326,0.06904427716905681
2024_1_1_3,0.2455927082410112,0.18880415976700995,0.20693004253282313,0.19468221668915334,0.08535970733323021,0.07863116543677223
2024_1_1_4,0.2781394649733354,0.23439062932760005,0.1569677232510285,0.13341230237843063,0.14755230704132544,0.04953757302828001
2024_1_1_5,0.22022067133677048,0.16736406687481534,0.210315250612154,0.17006098895265767,0.11754396778185619,0.11449505444174626
2024_1_1_7,0.198165152303133,0.261022627884301,0.15385133046227886,0.20454472539141214,0.08782835326874829,0.0945878106901269
2024_1_1_8,0.1521265695159124,0.18672444542462577,0.19880768990308845,0.20255838584695277,0.2113110879778162,0.04847182133160441
2024_1_1_9,0.26400316789482414,0.2001913858363381,0.10990335577009425,0.1650151139841894,0.13402975240144369,0.1268572241131105
2024_1_1_10,0.15640127395920542,0.23596566493463578,0.18229645618924156,0.16061368032089712,0.12620474755955424,0.13851817703646585
2024_1_1_11,0.3019161137173129,0.22846505884047122,0.16697095251561206,0.1279251359140164,0.1474529102008015,0.027269828811785805
2024_1_1_12,0.18194000427816442,0.2226110415910312,0.22778689360208962,0.2110672699072892,0.09021620240125867,0.066378588220167
2024_1_1_13,0.2811117429660893,0.20430975754077765,0.19044979147654517,0.16236490684274674,0.10852654934632679,0.05323725182751432
2024_1_1_14,0.17153015054861304,0.22250736936235274,0.13425648743609378,0.19669740098735447,0.0846194697866736,0.19038912187891244
2024_1_1_15,0.23319369049405722,0.2530646886831689,0.20248613229741633,0.19599385349514156,0.06534614194296297,0.0499154930872531
2024_1_1_16,0.22222228081675965,0.2881692374018087,0.24105171828038577,0.11334179423419882,0.08025856347195383,0.05495640579489332
2024_1_2_3,0.270254752467725,0.20310065264071428,0.14534120799350417,0.20036082697445,0.05580429270130922,0.12513826722229732
2024_1_2_4,0.25031158436335443,0.21778531498330658,0.13701524904909793,0.24554052408948226,0.10200002244581403,0.047347305068944794
2024_1_2_5,0.20869851434535114,0.21215068481911664,0.2133464715094504,0.13209055310447346,0.16380101353007612,0.06991276269153233
2024_1_2_6,0.17075612550848004,0.19691259575070985,0.15419410452010435,0.20155666106793568,0.12737062607151153,0.14920988708125849
2024_1_2_7,0.2682668566570336,0.22122837973935472,0.0990970382885969,0.1192316203170845,0.15035431238200872,0.1418217926159215
2024_1_2_8,0.1939124586923324,0.2114579699533416,0.22824372134971813,0.137920698100222,0.10445377430294588,0.12401137760144003
2024_1_2_10,0.23399338027716465,0.18068812170342202,0.17037684808831743,0.24141467636811204,0.14664305042351844,0.02688392313946541
2024_1_2_11,0.16288880079056914,0.17245543027939092,0.25871593484104466,0.11808637495674368,0.19512177261114125,0.09273168652111029
2024_1_2_12,0.24354572278314393,0.1891703562078433,0.10803764583877133,0.23598926164653794,0.15383791453962067,0.06941909898408277
2024_1_2_13,0.2876240121055683,0.26952397834885433,0.14229193518727912,0.10480615684737947,0.11000421212697571,0.08574970538394307
2024_1_2_14,0.23172598473880482,0.25327257113023166,0.15028920994497008,0.13181170101774092,0.15239395972589792,0.08050657344235447
2024_1_2_15,0.2696574445408409,0.1518299933702699,0.23390140435954648,0.14559134960637124,0.12513527871536945,0.0738845294076019
2024_1_2_16,0.2566585575788343,0.209637139178972,0.23616431722084613,0.06593464982257242,0.19087909742532247,0.04072623877345257
2024_1_2_17,0.28648032001955,0.25164750600970087,0.15938300537229608,0.09192879502532696,0.19427911755505228,0.01628125601807375
2024_2_1_1,0.204034107159547,0.19135466836657028,0.2407675287622491,0.22241018328277698,0.07469251678780206,0.06674099564105454
2024_2_1_2,0.25034869757172973,0.2335812960138397,0.19048482188137084,0.09554180183445218,0.1299327647805708,0.10011061791803674
2024_2_1_3,0.21209351081176814,0.21680600986924556,0.1554286538803113,0.1879591197757158,0.1201297139834199,0.10758299167953929
2024_2_1_4,0.2783799217180211,0.2017838219585129,0.13753778885781248,0.2059960981126575,0.15751545581369056,0.01878691353930547
2024_2_1_5,0.21336826317581065,0.21551536460282558,0.19297924632305324,0.09092556488048766,0.17355613091254288,0.11365543010528013
2024_2_1_6,0.23431446209170612,0.2500944284946713,0.22009013104635256,0.12992159818459148,0.060787629638733076,0.10479175054394546
2024_2_1_7,0.25177678353502947,0.1835986197976895,0.11829468169677601,0.1824537816084918,0.2397579509144999,0.02411818244751327
2024_2_1_8,0.17021686024910998,0.21863868835649783,0.2361335623292416,0.05966434889838725,0.18308262176835735,0.13226391839840607
2024_2_1_9,0.22847018547147552,0.23243413124563383,0.1796331956700347,0.2230495520226197,0.11099738063701663,0.025415554953219552
2024_2_1_10,0.22949821116853447,0.14661720421093824,0.23196695210858048,0.1637221046770619,0.1849956146307187,0.04319991320416618
2024_2_1_13,0.17663002445710224,0.2436809856101892,0.14533640891906713,0.16995013509007073,0.13322999740312116,0.13117244852044957
2024_2_1_14,0.23817461393698386,0.13878590063696955,0.1959246673801987,0.1606200471645507,0.17357072041201838,0.09292405046927875
2024_2_1_15,0.24714236257906044,0.27568344018262114,0.2227644147389017,0.0757687108133813,0.1189675396216092,0.05967353206442624
